OrderID,OrderDate,Region,Country,State,City,CustomerID,CustomerName,ProductCategory,ProductName,Brand,Quantity,UnitPrice,Discount,Sales,Profit,PaymentMode
1029,1/1/2024,Asia,India,Gujarat,Surat,C029,Customer_29,Electronics,Inspiron 15,Dell,1,8000,10%,7200,864,Credit Card
1030,1/18/2024,Asia,India,Gujarat,Vadodara,C030,Customer_30,Electronics,iPhone 15,Apple,2,45000,20%,72000,8640,UPI
1031,1/23/2024,Asia,India,Maharashtra,Mumbai,C031,Customer_31,Furniture,OfficeDesk,Featherlite,1,8000,5%,7600,912,UPI
1032,1/4/2024,Asia,India,Madhya Pradesh,Gwalior,C032,Customer_32,Furniture,OfficeDesk,Featherlite,5,8000,10%,36000,4320,Credit Card
1033,1/9/2024,Asia,India,Madhya Pradesh,Indore,C033,Customer_33,Furniture,ErgoChair,IKEA,4,8000,20%,25600,3072,Credit Card
1034,1/28/2024,Asia,India,Gujarat,Vadodara,C034,Customer_34,Furniture,OfficeDesk,Featherlite,4,12000,20%,38400,4608,UPI
1035,1/30/2024,Asia,India,Gujarat,Surat,C035,Customer_35,Electronics,iPhone 15,Apple,3,12000,10%,32400,3888,Credit Card
1036,1/8/2024,Asia,India,Maharashtra,Mumbai,C036,Customer_36,Electronics,iPhone 15,Apple,3,55000,10%,148500,17820,Cash
1037,1/13/2024,Asia,India,Delhi,New Delhi,C037,Customer_37,Electronics,iPhone 15,Apple,4,45000,10%,162000,19440,Credit Card
1038,1/27/2024,Asia,India,Maharashtra,Mumbai,C038,Customer_38,Electronics,Inspiron 15,Dell,5,12000,5%,57000,6840,Credit Card
1039,1/4/2024,Asia,India,Maharashtra,Pune,C039,Customer_39,Electronics,Inspiron 15,Dell,4,45000,5%,171000,20520,Credit Card
1040,1/18/2024,Asia,India,Delhi,Ghaziabad,C040,Customer_40,Electronics,Inspiron 15,Dell,4,55000,20%,176000,21120,Net Banking
1041,1/28/2024,Asia,India,Madhya Pradesh,Bhopal,C041,Customer_41,Furniture,OfficeDesk,Featherlite,2,45000,5%,85500,10260,Credit Card
1042,1/27/2024,Asia,India,Gujarat,Ahmedabad,C042,Customer_42,Furniture,OfficeDesk,Featherlite,3,8000,5%,22800,2736,UPI
1043,1/26/2024,Asia,India,Gujarat,Surat,C043,Customer_43,Electronics,iPhone 15,Apple,1,12000,10%,10800,1296,Cash
1044,1/10/2024,Asia,India,Madhya Pradesh,Gwalior,C044,Customer_44,Electronics,Inspiron 15,Dell,3,8000,20%,19200,2304,UPI
1045,1/22/2024,Asia,India,Maharashtra,Nagpur,C045,Customer_45,Furniture,OfficeDesk,Featherlite,5,8000,10%,36000,4320,Net Banking
1046,1/7/2024,Asia,India,Delhi,New Delhi,C046,Customer_46,Furniture,ErgoChair,IKEA,3,8000,20%,19200,2304,Net Banking
1047,1/13/2024,Asia,India,Maharashtra,Nagpur,C047,Customer_47,Furniture,ErgoChair,IKEA,1,45000,5%,42750,5130,Credit Card
1048,1/1/2024,Asia,India,Madhya Pradesh,Gwalior,C048,Customer_48,Electronics,iPhone 15,Apple,4,8000,5%,30400,3648,Credit Card
1049,1/5/2024,Asia,India,Maharashtra,Nagpur,C049,Customer_49,Electronics,iPhone 15,Apple,2,8000,20%,12800,1536,Net Banking
1050,1/7/2024,Asia,India,Gujarat,Vadodara,C050,Customer_50,Electronics,Inspiron 15,Dell,2,8000,5%,15200,1824,UPI
1051,1/29/2024,Asia,India,Gujarat,Surat,C051,Customer_51,Furniture,OfficeDesk,Featherlite,3,45000,20%,108000,12960,UPI
1052,1/25/2024,Asia,India,Gujarat,Surat,C052,Customer_52,Furniture,ErgoChair,IKEA,4,8000,5%,30400,3648,Cash
1053,1/13/2024,Asia,India,Madhya Pradesh,Gwalior,C053,Customer_53,Electronics,Inspiron 15,Dell,4,45000,5%,171000,20520,Cash
1054,1/31/2024,Asia,India,Gujarat,Ahmedabad,C054,Customer_54,Furniture,ErgoChair,IKEA,3,8000,10%,21600,2592,UPI
1055,1/22/2024,Asia,India,Delhi,Noida,C055,Customer_55,Electronics,Inspiron 15,Dell,2,12000,5%,22800,2736,Net Banking
1056,1/5/2024,Asia,India,Delhi,Noida,C056,Customer_56,Electronics,Inspiron 15,Dell,1,12000,20%,9600,1152,Cash
1057,1/20/2024,Asia,India,Madhya Pradesh,Indore,C057,Customer_57,Electronics,Inspiron 15,Dell,4,45000,10%,162000,19440,Net Banking
1058,1/14/2024,Asia,India,Maharashtra,Pune,C058,Customer_58,Furniture,OfficeDesk,Featherlite,5,12000,5%,57000,6840,Cash
1059,1/8/2024,Asia,India,Delhi,Ghaziabad,C059,Customer_59,Furniture,OfficeDesk,Featherlite,1,55000,5%,52250,6270,Net Banking
1060,1/23/2024,Asia,India,Delhi,Ghaziabad,C060,Customer_60,Electronics,iPhone 15,Apple,1,8000,5%,7600,912,Net Banking
1061,1/15/2024,Asia,India,Madhya Pradesh,Gwalior,C061,Customer_61,Furniture,OfficeDesk,Featherlite,1,45000,20%,36000,4320,UPI
1062,1/3/2024,Asia,India,Gujarat,Vadodara,C062,Customer_62,Furniture,ErgoChair,IKEA,1,55000,5%,52250,6270,Credit Card
1063,1/14/2024,Asia,India,Gujarat,Vadodara,C063,Customer_63,Electronics,Inspiron 15,Dell,1,12000,10%,10800,1296,Cash
1064,1/7/2024,Asia,India,Gujarat,Ahmedabad,C064,Customer_64,Furniture,OfficeDesk,Featherlite,1,12000,5%,11400,1368,UPI
1065,1/1/2024,Asia,India,Madhya Pradesh,Indore,C065,Customer_65,Electronics,iPhone 15,Apple,1,12000,20%,9600,1152,UPI
1066,1/10/2024,Asia,India,Maharashtra,Mumbai,C066,Customer_66,Furniture,OfficeDesk,Featherlite,5,12000,20%,48000,5760,Net Banking
1067,1/10/2024,Asia,India,Gujarat,Surat,C067,Customer_67,Electronics,Inspiron 15,Dell,2,45000,20%,72000,8640,Credit Card
1068,1/31/2024,Asia,India,Madhya Pradesh,Indore,C068,Customer_68,Electronics,Inspiron 15,Dell,2,8000,10%,14400,1728,Credit Card
1069,1/16/2024,Asia,India,Gujarat,Ahmedabad,C069,Customer_69,Electronics,iPhone 15,Apple,5,8000,5%,38000,4560,Cash
1070,1/31/2024,Asia,India,Gujarat,Surat,C070,Customer_70,Furniture,ErgoChair,IKEA,1,55000,20%,44000,5280,Cash
1071,1/1/2024,Asia,India,Gujarat,Surat,C071,Customer_71,Furniture,OfficeDesk,Featherlite,3,8000,10%,21600,2592,Credit Card
1072,1/3/2024,Asia,India,Delhi,New Delhi,C072,Customer_72,Electronics,Inspiron 15,Dell,2,45000,20%,72000,8640,Cash
1073,1/2/2024,Asia,India,Gujarat,Ahmedabad,C073,Customer_73,Furniture,ErgoChair,IKEA,1,55000,20%,44000,5280,Credit Card
1074,1/23/2024,Asia,India,Delhi,Noida,C074,Customer_74,Electronics,iPhone 15,Apple,1,8000,20%,6400,768,UPI
1075,1/5/2024,Asia,India,Maharashtra,Nagpur,C075,Customer_75,Furniture,ErgoChair,IKEA,4,8000,10%,28800,3456,UPI
1076,1/31/2024,Asia,India,Delhi,New Delhi,C076,Customer_76,Electronics,iPhone 15,Apple,2,55000,5%,104500,12540,Cash
1077,1/8/2024,Asia,India,Gujarat,Vadodara,C077,Customer_77,Furniture,ErgoChair,IKEA,4,45000,20%,144000,17280,UPI
1078,1/12/2024,Asia,India,Delhi,Ghaziabad,C078,Customer_78,Electronics,iPhone 15,Apple,4,45000,20%,144000,17280,Cash
1079,1/13/2024,Asia,India,Maharashtra,Nagpur,C079,Customer_79,Electronics,iPhone 15,Apple,3,55000,10%,148500,17820,Cash
1080,1/29/2024,Asia,India,Delhi,New Delhi,C080,Customer_80,Furniture,OfficeDesk,Featherlite,3,8000,10%,21600,2592,Cash
1081,1/12/2024,Asia,India,Gujarat,Vadodara,C081,Customer_81,Electronics,iPhone 15,Apple,2,12000,5%,22800,2736,Cash
1082,1/4/2024,Asia,India,Maharashtra,Pune,C082,Customer_82,Furniture,OfficeDesk,Featherlite,3,12000,5%,34200,4104,Net Banking
1083,1/1/2024,Asia,India,Madhya Pradesh,Gwalior,C083,Customer_83,Furniture,OfficeDesk,Featherlite,4,12000,5%,45600,5472,Cash
1084,1/14/2024,Asia,India,Gujarat,Vadodara,C084,Customer_84,Electronics,Inspiron 15,Dell,5,12000,10%,54000,6480,Cash
1085,1/19/2024,Asia,India,Maharashtra,Pune,C085,Customer_85,Electronics,Inspiron 15,Dell,4,55000,10%,198000,23760,Credit Card
1086,1/22/2024,Asia,India,Delhi,Ghaziabad,C086,Customer_86,Furniture,ErgoChair,IKEA,1,55000,5%,52250,6270,Cash
1087,1/25/2024,Asia,India,Gujarat,Ahmedabad,C087,Customer_87,Electronics,iPhone 15,Apple,1,45000,20%,36000,4320,Cash
1088,1/26/2024,Asia,India,Maharashtra,Pune,C088,Customer_88,Furniture,ErgoChair,IKEA,2,45000,5%,85500,10260,Net Banking
1089,1/18/2024,Asia,India,Maharashtra,Mumbai,C089,Customer_89,Electronics,Inspiron 15,Dell,1,45000,20%,36000,4320,Credit Card
1090,1/7/2024,Asia,India,Maharashtra,Pune,C090,Customer_90,Electronics,iPhone 15,Apple,4,45000,10%,162000,19440,Cash
1091,1/30/2024,Asia,India,Madhya Pradesh,Indore,C091,Customer_91,Electronics,iPhone 15,Apple,5,8000,10%,36000,4320,UPI
1092,1/22/2024,Asia,India,Madhya Pradesh,Jabalpur,C092,Customer_92,Electronics,Inspiron 15,Dell,5,12000,5%,57000,6840,Credit Card
1093,1/17/2024,Asia,India,Delhi,Ghaziabad,C093,Customer_93,Furniture,ErgoChair,IKEA,3,45000,20%,108000,12960,Credit Card
1094,1/16/2024,Asia,India,Madhya Pradesh,Bhopal,C094,Customer_94,Electronics,iPhone 15,Apple,5,55000,20%,220000,26400,Credit Card
1095,1/19/2024,Asia,India,Maharashtra,Mumbai,C095,Customer_95,Electronics,Inspiron 15,Dell,3,8000,20%,19200,2304,Net Banking
1096,1/17/2024,Asia,India,Maharashtra,Nagpur,C096,Customer_96,Electronics,iPhone 15,Apple,1,8000,5%,7600,912,Net Banking
1097,1/21/2024,Asia,India,Maharashtra,Nagpur,C097,Customer_97,Electronics,Inspiron 15,Dell,3,8000,10%,21600,2592,Credit Card
1098,1/1/2024,Asia,India,Maharashtra,Nagpur,C098,Customer_98,Electronics,iPhone 15,Apple,4,55000,5%,209000,25080,Net Banking
1099,1/31/2024,Asia,India,Madhya Pradesh,Gwalior,C099,Customer_99,Furniture,ErgoChair,IKEA,1,45000,5%,42750,5130,Credit Card
1100,1/31/2024,Asia,India,Madhya Pradesh,Gwalior,C100,Customer_100,Electronics,Inspiron 15,Dell,1,55000,20%,44000,5280,Net Banking
1101,1/2/2024,Asia,India,Madhya Pradesh,Bhopal,C101,Customer_101,Furniture,ErgoChair,IKEA,1,12000,10%,10800,1296,Credit Card
1102,1/4/2024,Asia,India,Delhi,New Delhi,C102,Customer_102,Furniture,ErgoChair,IKEA,2,55000,10%,99000,11880,UPI
1103,1/12/2024,Asia,India,Maharashtra,Pune,C103,Customer_103,Electronics,iPhone 15,Apple,1,55000,20%,44000,5280,Net Banking
1104,1/13/2024,Asia,India,Delhi,Ghaziabad,C104,Customer_104,Electronics,iPhone 15,Apple,2,8000,10%,14400,1728,Cash
1105,1/19/2024,Asia,India,Delhi,Noida,C105,Customer_105,Furniture,OfficeDesk,Featherlite,4,8000,10%,28800,3456,UPI
1106,1/25/2024,Asia,India,Delhi,Ghaziabad,C106,Customer_106,Furniture,OfficeDesk,Featherlite,3,8000,5%,22800,2736,Credit Card
1107,1/8/2024,Asia,India,Gujarat,Ahmedabad,C107,Customer_107,Furniture,OfficeDesk,Featherlite,5,55000,10%,247500,29700,UPI
1108,1/19/2024,Asia,India,Gujarat,Surat,C108,Customer_108,Furniture,OfficeDesk,Featherlite,3,45000,10%,121500,14580,Cash
1109,1/8/2024,Asia,India,Maharashtra,Nagpur,C109,Customer_109,Furniture,ErgoChair,IKEA,1,8000,20%,6400,768,UPI
1110,1/5/2024,Asia,India,Gujarat,Surat,C110,Customer_110,Furniture,OfficeDesk,Featherlite,1,8000,10%,7200,864,Net Banking
1111,1/24/2024,Asia,India,Maharashtra,Pune,C111,Customer_111,Furniture,OfficeDesk,Featherlite,4,12000,5%,45600,5472,UPI
1112,1/1/2024,Asia,India,Madhya Pradesh,Gwalior,C112,Customer_112,Furniture,ErgoChair,IKEA,1,8000,20%,6400,768,UPI
1113,1/3/2024,Asia,India,Gujarat,Vadodara,C113,Customer_113,Electronics,iPhone 15,Apple,3,8000,20%,19200,2304,Cash
1114,1/19/2024,Asia,India,Delhi,Noida,C114,Customer_114,Furniture,ErgoChair,IKEA,5,8000,20%,32000,3840,Net Banking
1115,1/2/2024,Asia,India,Gujarat,Surat,C115,Customer_115,Electronics,Inspiron 15,Dell,4,8000,5%,30400,3648,UPI
1116,1/28/2024,Asia,India,Gujarat,Vadodara,C116,Customer_116,Furniture,OfficeDesk,Featherlite,3,12000,20%,28800,3456,Net Banking
1117,1/8/2024,Asia,India,Gujarat,Vadodara,C117,Customer_117,Furniture,ErgoChair,IKEA,4,55000,20%,176000,21120,Credit Card
1118,1/20/2024,Asia,India,Delhi,New Delhi,C118,Customer_118,Electronics,iPhone 15,Apple,1,55000,20%,44000,5280,Net Banking
1119,1/29/2024,Asia,India,Gujarat,Surat,C119,Customer_119,Furniture,OfficeDesk,Featherlite,4,12000,20%,38400,4608,Net Banking
1120,1/13/2024,Asia,India,Maharashtra,Mumbai,C120,Customer_120,Electronics,Inspiron 15,Dell,2,45000,10%,81000,9720,Net Banking
1121,1/5/2024,Asia,India,Gujarat,Ahmedabad,C121,Customer_121,Electronics,iPhone 15,Apple,3,55000,10%,148500,17820,UPI
1122,1/2/2024,Asia,India,Gujarat,Vadodara,C122,Customer_122,Furniture,OfficeDesk,Featherlite,3,55000,10%,148500,17820,Cash
1123,1/28/2024,Asia,India,Gujarat,Vadodara,C123,Customer_123,Furniture,ErgoChair,IKEA,4,8000,20%,25600,3072,UPI
1124,1/27/2024,Asia,India,Madhya Pradesh,Bhopal,C124,Customer_124,Furniture,OfficeDesk,Featherlite,3,8000,20%,19200,2304,UPI
1125,1/27/2024,Asia,India,Delhi,Noida,C125,Customer_125,Electronics,Inspiron 15,Dell,4,8000,10%,28800,3456,Cash
1126,1/15/2024,Asia,India,Delhi,New Delhi,C126,Customer_126,Furniture,OfficeDesk,Featherlite,2,45000,5%,85500,10260,UPI
1127,1/30/2024,Asia,India,Gujarat,Surat,C127,Customer_127,Electronics,iPhone 15,Apple,4,45000,10%,162000,19440,Cash
1128,1/31/2024,Asia,India,Maharashtra,Nagpur,C128,Customer_128,Electronics,Inspiron 15,Dell,3,12000,5%,34200,4104,Net Banking
1129,1/5/2024,Asia,India,Maharashtra,Mumbai,C129,Customer_129,Electronics,iPhone 15,Apple,3,55000,5%,156750,18810,Net Banking
1130,1/21/2024,Asia,India,Gujarat,Vadodara,C130,Customer_130,Electronics,Inspiron 15,Dell,5,12000,10%,54000,6480,Net Banking
1131,1/24/2024,Asia,India,Madhya Pradesh,Bhopal,C131,Customer_131,Furniture,OfficeDesk,Featherlite,4,8000,5%,30400,3648,Net Banking
1132,1/24/2024,Asia,India,Madhya Pradesh,Jabalpur,C132,Customer_132,Furniture,OfficeDesk,Featherlite,4,8000,10%,28800,3456,Net Banking
1133,1/23/2024,Asia,India,Delhi,New Delhi,C133,Customer_133,Furniture,OfficeDesk,Featherlite,4,8000,5%,30400,3648,Cash
1134,1/22/2024,Asia,India,Delhi,Noida,C134,Customer_134,Electronics,Inspiron 15,Dell,3,12000,20%,28800,3456,Net Banking
1135,1/8/2024,Asia,India,Maharashtra,Nagpur,C135,Customer_135,Furniture,OfficeDesk,Featherlite,5,8000,5%,38000,4560,Net Banking
1136,1/24/2024,Asia,India,Madhya Pradesh,Bhopal,C136,Customer_136,Electronics,Inspiron 15,Dell,1,8000,20%,6400,768,Credit Card
1137,1/31/2024,Asia,India,Maharashtra,Mumbai,C137,Customer_137,Electronics,iPhone 15,Apple,1,55000,10%,49500,5940,Credit Card
1138,1/8/2024,Asia,India,Gujarat,Ahmedabad,C138,Customer_138,Electronics,iPhone 15,Apple,2,45000,10%,81000,9720,UPI
1139,1/7/2024,Asia,India,Madhya Pradesh,Bhopal,C139,Customer_139,Furniture,ErgoChair,IKEA,1,55000,20%,44000,5280,Cash
1140,1/26/2024,Asia,India,Delhi,New Delhi,C140,Customer_140,Furniture,ErgoChair,IKEA,4,45000,20%,144000,17280,Cash
1141,1/29/2024,Asia,India,Gujarat,Ahmedabad,C141,Customer_141,Electronics,Inspiron 15,Dell,4,55000,20%,176000,21120,Credit Card
1142,1/22/2024,Asia,India,Maharashtra,Pune,C142,Customer_142,Electronics,Inspiron 15,Dell,4,12000,20%,38400,4608,UPI
1143,1/9/2024,Asia,India,Delhi,Ghaziabad,C143,Customer_143,Electronics,Inspiron 15,Dell,4,55000,10%,198000,23760,UPI
1144,1/20/2024,Asia,India,Madhya Pradesh,Jabalpur,C144,Customer_144,Furniture,ErgoChair,IKEA,1,45000,10%,40500,4860,Credit Card
1145,1/21/2024,Asia,India,Delhi,New Delhi,C145,Customer_145,Furniture,ErgoChair,IKEA,4,12000,10%,43200,5184,Net Banking
1146,1/30/2024,Asia,India,Maharashtra,Pune,C146,Customer_146,Electronics,Inspiron 15,Dell,4,8000,10%,28800,3456,Credit Card
1147,1/3/2024,Asia,India,Maharashtra,Nagpur,C147,Customer_147,Furniture,ErgoChair,IKEA,4,45000,5%,171000,20520,UPI
1148,1/9/2024,Asia,India,Maharashtra,Mumbai,C148,Customer_148,Furniture,ErgoChair,IKEA,1,55000,20%,44000,5280,Cash
1149,1/29/2024,Asia,India,Delhi,Ghaziabad,C149,Customer_149,Electronics,iPhone 15,Apple,3,45000,5%,128250,15390,Net Banking
1150,1/3/2024,Asia,India,Gujarat,Surat,C150,Customer_150,Furniture,OfficeDesk,Featherlite,4,12000,20%,38400,4608,UPI
1151,1/11/2024,Asia,India,Maharashtra,Pune,C151,Customer_151,Electronics,Inspiron 15,Dell,1,12000,10%,10800,1296,Credit Card
1152,1/16/2024,Asia,India,Maharashtra,Nagpur,C152,Customer_152,Furniture,ErgoChair,IKEA,2,45000,20%,72000,8640,Credit Card
1153,1/17/2024,Asia,India,Delhi,New Delhi,C153,Customer_153,Furniture,OfficeDesk,Featherlite,1,12000,5%,11400,1368,Credit Card
1154,1/26/2024,Asia,India,Madhya Pradesh,Gwalior,C154,Customer_154,Furniture,OfficeDesk,Featherlite,2,8000,5%,15200,1824,Net Banking
1155,1/12/2024,Asia,India,Gujarat,Ahmedabad,C155,Customer_155,Furniture,OfficeDesk,Featherlite,5,55000,20%,220000,26400,Net Banking
1156,1/18/2024,Asia,India,Madhya Pradesh,Jabalpur,C156,Customer_156,Electronics,iPhone 15,Apple,1,8000,10%,7200,864,UPI
1157,1/31/2024,Asia,India,Gujarat,Ahmedabad,C157,Customer_157,Furniture,OfficeDesk,Featherlite,3,55000,10%,148500,17820,Net Banking
1158,1/5/2024,Asia,India,Maharashtra,Nagpur,C158,Customer_158,Electronics,iPhone 15,Apple,5,8000,20%,32000,3840,Cash
1159,1/15/2024,Asia,India,Gujarat,Vadodara,C159,Customer_159,Electronics,Inspiron 15,Dell,4,45000,5%,171000,20520,Net Banking
1160,1/1/2024,Asia,India,Gujarat,Surat,C160,Customer_160,Electronics,Inspiron 15,Dell,2,12000,5%,22800,2736,Cash
1161,1/31/2024,Asia,India,Gujarat,Surat,C161,Customer_161,Furniture,ErgoChair,IKEA,3,45000,5%,128250,15390,Net Banking
1162,1/14/2024,Asia,India,Gujarat,Ahmedabad,C162,Customer_162,Electronics,Inspiron 15,Dell,1,8000,5%,7600,912,Credit Card
1163,1/25/2024,Asia,India,Maharashtra,Mumbai,C163,Customer_163,Electronics,Inspiron 15,Dell,4,45000,20%,144000,17280,Cash
1164,1/31/2024,Asia,India,Gujarat,Surat,C164,Customer_164,Furniture,OfficeDesk,Featherlite,3,12000,20%,28800,3456,Cash
1165,1/4/2024,Asia,India,Maharashtra,Nagpur,C165,Customer_165,Furniture,OfficeDesk,Featherlite,2,12000,5%,22800,2736,Cash
1166,1/27/2024,Asia,India,Madhya Pradesh,Indore,C166,Customer_166,Electronics,iPhone 15,Apple,5,8000,20%,32000,3840,Credit Card
1167,1/1/2024,Asia,India,Delhi,Ghaziabad,C167,Customer_167,Furniture,ErgoChair,IKEA,5,12000,20%,48000,5760,UPI
1168,1/31/2024,Asia,India,Delhi,Ghaziabad,C168,Customer_168,Electronics,Inspiron 15,Dell,1,12000,10%,10800,1296,Credit Card
1169,1/21/2024,Asia,India,Maharashtra,Nagpur,C169,Customer_169,Electronics,Inspiron 15,Dell,1,45000,5%,42750,5130,Credit Card
1170,1/13/2024,Asia,India,Maharashtra,Mumbai,C170,Customer_170,Furniture,OfficeDesk,Featherlite,2,12000,20%,19200,2304,Net Banking
1171,1/2/2024,Asia,India,Madhya Pradesh,Gwalior,C171,Customer_171,Furniture,OfficeDesk,Featherlite,4,8000,5%,30400,3648,Credit Card
1172,1/30/2024,Asia,India,Madhya Pradesh,Indore,C172,Customer_172,Furniture,OfficeDesk,Featherlite,5,12000,5%,57000,6840,UPI
1173,1/10/2024,Asia,India,Delhi,New Delhi,C173,Customer_173,Furniture,ErgoChair,IKEA,3,8000,20%,19200,2304,Net Banking
1174,1/7/2024,Asia,India,Maharashtra,Pune,C174,Customer_174,Electronics,Inspiron 15,Dell,1,8000,20%,6400,768,Net Banking
1175,1/24/2024,Asia,India,Delhi,New Delhi,C175,Customer_175,Furniture,ErgoChair,IKEA,1,8000,5%,7600,912,Net Banking
1176,1/15/2024,Asia,India,Delhi,Ghaziabad,C176,Customer_176,Furniture,OfficeDesk,Featherlite,3,12000,10%,32400,3888,UPI
1177,1/18/2024,Asia,India,Maharashtra,Pune,C177,Customer_177,Electronics,Inspiron 15,Dell,2,8000,10%,14400,1728,Credit Card
1178,1/25/2024,Asia,India,Gujarat,Ahmedabad,C178,Customer_178,Electronics,Inspiron 15,Dell,5,45000,5%,213750,25650,Net Banking
1179,1/12/2024,Asia,India,Gujarat,Ahmedabad,C179,Customer_179,Electronics,Inspiron 15,Dell,2,8000,20%,12800,1536,Cash
1180,1/14/2024,Asia,India,Gujarat,Ahmedabad,C180,Customer_180,Furniture,OfficeDesk,Featherlite,2,8000,20%,12800,1536,Net Banking
1181,1/8/2024,Asia,India,Delhi,New Delhi,C181,Customer_181,Electronics,iPhone 15,Apple,3,55000,10%,148500,17820,UPI
1182,1/10/2024,Asia,India,Gujarat,Surat,C182,Customer_182,Furniture,ErgoChair,IKEA,4,8000,10%,28800,3456,Credit Card
1183,1/22/2024,Asia,India,Gujarat,Vadodara,C183,Customer_183,Furniture,OfficeDesk,Featherlite,3,12000,20%,28800,3456,UPI
1184,1/15/2024,Asia,India,Delhi,New Delhi,C184,Customer_184,Furniture,ErgoChair,IKEA,5,8000,10%,36000,4320,Cash
1185,1/25/2024,Asia,India,Gujarat,Surat,C185,Customer_185,Furniture,OfficeDesk,Featherlite,4,8000,20%,25600,3072,Cash
1186,1/20/2024,Asia,India,Gujarat,Ahmedabad,C186,Customer_186,Electronics,Inspiron 15,Dell,3,55000,20%,132000,15840,Net Banking
